Period,Location,Gender,Age-group,Occupation,Income Level,"Personal Hygiene (eg Soap, toothpaste)",Cleaning products,Long lasting (dry) groceries,"Fresh groceries (Fruits, vegetables)",Medicines/Natural remedies,Alcohol beverages,Skin care (eg. Body lotion),Hair care (eg. Shampoo),"Entertainment (eg. Restaurants, movies)","Electronics (eg Phone, Computers)","Beauty (eg Makeup, cosmetics, haircuts)",Clothing,Airtime/Data bundles
2020-07-20,N43,Female,Millennials,Unemployed,,Same,Same,Same,Same,Same,Don't know/Don't buy,Less,Less,Less,Less,Less,Less,Less
2020-07-20,N43,Male,Millennials,Salaried employee,,Same,Same,Same,Same,Don't know/Don't buy,Less,Less,Less,Less,Less,Same,Same,Same
2020-07-20,N45,Female,Millennials,Salaried employee,,More,More,More,More,Same,Don't know/Don't buy,Same,Same,Don't know/Don't buy,Don't know/Don't buy,Same,Same,More
2020-07-20,N45,Male,Millennials,Business owner,,Same,Same,Same,Same,Less,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Less,More
2020-07-20,N45,Male,Millennials,Business owner,,More,More,More,More,More,Less,Less,Less,Less,Less,Less,Less,Less
2020-07-20,N45,Female,Millennials,Salaried employee,,More,More,More,More,Same,Don't know/Don't buy,Same,Same,Same,Same,Less,Less,Less
2020-07-20,N45,Male,Millennials,Business owner,,More,More,More,More,Same,Less,Less,Same,Less,Less,Less,Less,Same
2020-07-20,N45,Female,Millennials,Business owner,,More,More,More,More,Same,Don't know/Don't buy,Same,Same,Less,Less,Same,Same,Same
2020-07-20,N45,Female,Millennials,Salaried employee,,Same,Same,More,More,Same,Don't know/Don't buy,Same,Same,Less,Less,Less,Less,Same
2020-07-20,N45,Male,Millennials,Salaried employee,,Same,Same,Same,Same,Less,Less,Same,Same,Less,Less,Less,Same,Same
2020-07-20,N45,Female,Millennials,Salaried employee,,Same,Same,More,More,Less,Don't know/Don't buy,Same,Same,Less,Less,Less,Less,Same
2020-07-20,N45,Female,Millennials,Salaried employee,,Same,Same,Same,Same,Less,Don't know/Don't buy,Same,Less,Less,Less,Less,Same,Same
2020-07-20,N46,Female,Gen X,Self employed/Contractor,,More,More,More,More,More,More,More,More,More,More,More,More,More
2020-07-20,N46,Male,Millennials,Salaried employee,,More,More,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2020-07-20,N46,Male,Gen Z,Student,,More,More,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy
2020-07-20,N46,Female,Millennials,Salaried employee,,More,More,Less,Less,Less,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,More
2020-07-20,N46,Female,Gen Z,Business owner,,More,More,Same,Same,Same,Don't know/Don't buy,Same,Same,Same,Same,Same,Same,More
2020-07-20,N46,Male,Millennials,Self employed/Contractor,,More,More,More,More,More,More,More,More,More,More,More,More,More
2020-07-20,N46,Female,Millennials,Salaried employee,,More,More,Don't know/Don't buy,Same,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Same,Same,Don't know/Don't buy,Same,More
2020-07-20,N46,Male,Millennials,Business owner,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,More
2020-07-20,N46,Female,Millennials,Salaried employee,,More,More,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2020-07-20,N47,Male,Millennials,Self employed/Contractor,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2020-07-20,N47,Female,Millennials,Unemployed,,More,Less,Less,Less,Same,Don't know/Don't buy,Less,Less,Less,Less,Less,Less,Same
2020-07-20,N47,Male,Millennials,Self employed/Contractor,,Same,Same,Same,Same,Don't know/Don't buy,Less,Less,Less,Less,Less,Don't know/Don't buy,Less,Less
2020-07-20,N47,Female,Millennials,Salaried employee,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2020-07-20,N47,Male,Gen X,Student,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2020-07-20,N47,Male,Millennials,Self employed/Contractor,,Same,Same,Same,Same,Less,Less,Less,Less,Less,Less,Less,Less,Less
2020-07-20,N47,Male,Baby Boomers,Self employed/Contractor,,Same,Same,Same,Same,Same,Less,Less,Less,Less,Less,Less,Less,Less
2020-07-20,N47,Male,Gen X,Unemployed,,Same,Same,Don't know/Don't buy,Same,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Same,Don't know/Don't buy,Less,Less
2020-07-20,N47,Female,Gen X,Salaried employee,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2020-07-20,N47,Female,Millennials,Salaried employee,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Less,Less,Less,Less
2020-07-20,N48,Male,Millennials,Salaried employee,,More,More,More,Same,More,Same,Don't know/Don't buy,Don't know/Don't buy,Same,Same,Same,More,More
2020-07-20,N48,Female,Millennials,Self employed/Contractor,,More,More,Don't know/Don't buy,More,More,Same,More,Don't know/Don't buy,Same,More,Don't know/Don't buy,Same,More
2020-07-20,N48,Male,Gen X,Salaried employee,,More,Same,More,More,More,More,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Less,More
2020-07-20,N48,Female,Gen X,Business owner,,More,Same,More,More,Same,Same,More,Same,More,Don't know/Don't buy,Same,More,More
2020-07-20,N48,Female,Millennials,Student,,More,Same,More,Don't know/Don't buy,Same,Same,More,Same,More,Same,More,Same,More
2020-07-20,N48,Male,Gen X,Business owner,,Don't know/Don't buy,More,Same,More,More,Don't know/Don't buy,Don't know/Don't buy,Same,More,More,Same,More,More
2020-07-20,N48,Female,Millennials,Business owner,,More,Same,Don't know/Don't buy,More,Less,More,Same,Don't know/Don't buy,Same,More,Same,More,Same
2020-07-20,N48,Female,Gen Z,Student,,Same,Same,Less,Same,Don't know/Don't buy,Don't know/Don't buy,Same,Same,Don't know/Don't buy,Same,Less,Same,Same
2020-07-20,N48,Female,Gen Z,Salaried employee,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2020-07-20,N48,Male,Millennials,Salaried employee,,More,Same,Less,More,Don't know/Don't buy,Same,More,Same,More,Don't know/Don't buy,More,Same,More
2020-07-20,N48,Female,Gen Z,Salaried employee,,More,Same,Less,Same,Same,Less,More,Same,More,More,Same,More,More
2020-07-20,N48,Female,Millennials,Salaried employee,,More,More,Same,More,Don't know/Don't buy,Same,More,Don't know/Don't buy,More,Same,More,Don't know/Don't buy,More
2020-07-20,N48,Male,Millennials,Salaried employee,,Same,More,Less,More,Same,Same,More,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,More
2020-07-20,N48,Male,Millennials,Business owner,,More,Same,More,Same,Same,Don't know/Don't buy,Less,Less,Same,Same,Don't know/Don't buy,Same,Same
2020-07-20,N48,Male,Millennials,Salaried employee,,More,Same,More,Don't know/Don't buy,Same,Same,More,More,More,More,Same,More,More
2020-07-20,N48,Male,Gen X,Business owner,,Same,More,More,Same,More,Same,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,More,More
2020-07-20,N48,Male,Millennials,Salaried employee,,More,Same,More,Don't know/Don't buy,Less,Same,More,Less,Less,Less,Less,Less,Less
2020-07-20,N5,Male,Gen Z,Salaried employee,,Same,More,Same,More,More,More,Same,More,Same,More,Same,More,Same
2020-07-20,N5,Male,Millennials,Salaried employee,,Same,More,Same,More,More,More,Same,More,Same,More,Same,More,Same
2020-07-20,N5,Female,Millennials,Self employed/Contractor,,Same,More,Same,More,More,More,Same,More,Same,More,Same,More,Same
2020-07-20,N5,Female,Gen X,Self employed/Contractor,,Same,More,Same,More,More,More,Same,More,Same,More,Same,More,Same
2020-07-20,N5,Male,Millennials,Salaried employee,,Same,More,Same,More,More,More,Same,More,Same,More,Same,More,Same
2020-07-20,N5,Female,Gen Z,Salaried employee,,Same,More,Same,More,More,More,Same,More,Same,More,Same,More,Same
2020-07-20,N5,Female,Millennials,Salaried employee,,Same,More,Same,More,More,More,Same,More,Same,More,Same,More,Same
2020-07-20,N5,Female,Millennials,Salaried employee,,Same,More,Same,More,More,More,Same,More,Same,More,Same,More,Same
2020-07-20,N5,Male,Millennials,Self employed/Contractor,,Same,More,Same,More,More,More,Same,More,Same,More,Same,More,Same
2020-07-20,N5,Male,Gen Z,Self employed/Contractor,,Same,More,Same,More,More,More,Same,More,Same,More,Same,More,Same
2020-07-20,N5,Female,Gen Z,Salaried employee,,Same,More,Same,More,More,More,Same,More,Same,More,Same,More,Same
2020-07-20,N5,Female,Gen Z,Salaried employee,,Same,More,Same,More,More,More,Same,More,Same,More,Same,More,Same
2020-07-20,N5,Male,Gen X,Salaried employee,,Same,More,Same,More,More,More,Same,More,Same,More,Same,More,Same
2020-07-20,N5,Male,Millennials,Salaried employee,,Same,More,More,More,More,More,Same,More,Same,More,Same,More,Same
2020-07-20,N5,Male,Millennials,Self employed/Contractor,,Same,More,Same,More,More,More,Same,More,More,Same,More,Same,More
2020-07-20,N50,Female,Millennials,Business owner,,More,More,More,Same,More,Don't know/Don't buy,Less,Same,Don't know/Don't buy,Less,Less,Less,More
2020-07-20,N50,Male,Millennials,Salaried employee,,More,More,More,More,Same,Don't know/Don't buy,Less,Less,Less,Less,Same,Less,More
2020-07-20,N50,Female,Millennials,Salaried employee,,More,More,Same,More,More,Don't know/Don't buy,Same,More,Less,Less,Less,Don't know/Don't buy,More
2020-07-20,N50,Male,Millennials,Business owner,,More,More,More,More,More,Don't know/Don't buy,Same,Don't know/Don't buy,Less,Less,Less,Less,Same
2020-07-20,N50,Male,Gen Z,Student,,More,More,Don't know/Don't buy,Same,More,Don't know/Don't buy,Same,Same,Less,Less,Less,Don't know/Don't buy,More
2020-07-20,N50,Female,Millennials,Salaried employee,,More,More,More,More,More,Don't know/Don't buy,Less,More,Less,Less,Less,Same,More
2020-07-20,N50,Female,Millennials,Student,,More,More,More,Same,Same,Don't know/Don't buy,Less,Less,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Less,More
2020-07-20,N50,Female,Millennials,Student,,More,More,Same,Same,More,Don't know/Don't buy,Less,Less,Don't know/Don't buy,Less,Less,Less,More
2020-07-20,N50,Female,Millennials,Student,,More,More,Same,Same,Same,Don't know/Don't buy,Same,Same,Less,Less,Less,Less,More
2020-07-20,N50,Male,Millennials,Salaried employee,,More,More,Same,More,Same,Don't know/Don't buy,Same,Same,Less,Less,Same,Less,More
2020-07-20,N6,Male,Millennials,Salaried employee,,More,More,Same,Same,Same,Less,Same,Less,Less,Less,Less,Less,Same
2020-07-20,N6,Male,Millennials,Unemployed,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2020-07-20,N6,Female,Gen X,Salaried employee,,Same,Same,More,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Same,Same,Less,Less,Less,Same,Same
2020-07-20,N6,Male,Millennials,Salaried employee,,Same,Same,Same,Same,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Same,Same
2020-07-20,N6,Male,Gen Z,Salaried employee,,Same,More,Same,Same,Less,Less,Less,Less,Less,Less,Less,Same,Same
2020-07-20,N6,Male,Millennials,Salaried employee,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2020-07-20,N6,Female,Gen X,Salaried employee,,More,More,More,More,More,Less,Same,Less,Less,Less,Same,Same,Same
2020-07-20,N6,Female,Millennials,Salaried employee,,More,More,More,More,Same,Less,Same,Same,Less,Less,Less,Same,Same
2020-07-20,N6,Male,Millennials,Salaried employee,,Same,Same,Same,Same,Same,Less,Less,Less,Less,Less,Less,Less,Same
2020-07-20,N6,Male,Millennials,Salaried employee,,Same,Same,Same,Same,Less,Less,Less,Less,Less,Less,Less,Less,Same
2020-07-20,N6,Male,Millennials,Salaried employee,,More,More,Same,Same,Same,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Less,Don't know/Don't buy,Same,Same
2020-07-20,N6,Male,Millennials,Salaried employee,,Same,Same,Same,Same,Same,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Same,Same
2020-07-20,N6,Male,Millennials,Salaried employee,,Same,Same,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Same
2020-07-20,N6,Male,Millennials,Salaried employee,,Same,More,Same,Same,Less,Less,Less,Less,Less,Less,Less,Same,Same
2020-07-20,N7,Male,Millennials,Salaried employee,,Same,More,Same,Same,Same,Less,Same,Less,Less,Less,Less,Less,Less
2020-07-20,N7,Female,Gen X,Unemployed,,More,More,Same,Same,Same,Less,Same,Same,Less,Less,Less,Same,Same
2020-07-20,N7,Female,Millennials,Salaried employee,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2020-07-20,N7,Female,Gen X,Business owner,,Same,Same,Same,Same,Same,Same,Same,Same,Less,Less,Less,Less,Same
2020-07-20,N7,Female,Millennials,Unemployed,,More,More,Same,Same,Same,Less,Same,Less,Less,Less,Less,Less,Same
2020-07-20,N7,Female,Baby Boomers,Salaried employee,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2020-07-20,N7,Male,Gen X,Salaried employee,,More,More,More,Same,Same,Same,Same,Same,Same,Less,Less,Less,Same
2020-07-20,N7,Male,Millennials,Salaried employee,,More,More,Same,Same,Same,Less,Same,Same,Less,Less,Less,Less,Same
2020-07-20,N7,Male,Millennials,Business owner,,More,More,More,Same,Same,Less,Don't know/Don't buy,Don't know/Don't buy,Less,Less,Less,Same,Same
2020-07-20,N7,Male,Millennials,Business owner,,More,More,More,Same,Same,Less,Same,Same,Same,Same,Same,Same,Same
2020-07-20,N8,Male,Millennials,Business owner,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2020-07-20,N8,Female,Gen X,Business owner,,Less,Same,Less,Same,Same,Same,Same,Same,Same,More,Same,Same,Same
2020-07-20,N8,Male,Millennials,Student,,Same,More,Same,Same,Same,Same,Same,More,Same,Same,More,Same,Same
2020-07-20,N8,Male,Millennials,Business owner,,More,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2020-07-20,N8,Male,Baby Boomers,Salaried employee,,Same,Less,Same,Less,Same,Same,More,Same,Same,Same,Same,Less,Same
2020-07-20,N8,Male,Baby Boomers,Salaried employee,,Less,Same,Same,Less,Same,Less,Same,Less,Same,Same,Same,Same,Same
2020-07-20,N8,Female,Millennials,Unemployed,,Same,Same,Same,Same,Same,Same,Same,More,Same,More,Same,Same,Same
2020-07-20,N8,Female,Millennials,Salaried employee,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2020-07-20,N8,Female,Millennials,Business owner,,Less,Same,Same,More,Same,Same,More,Same,More,Same,More,Same,Same
2020-07-20,N8,Female,Gen Z,Student,,Same,Less,Same,Same,Less,Less,Same,Same,Less,Same,Less,Same,Same
2020-07-20,N9,Male,Gen Z,Salaried employee,,Same,Same,More,More,More,More,More,More,Same,Same,More,More,Same
2020-07-20,N9,Female,Millennials,Salaried employee,,More,More,More,More,More,More,More,More,Same,Same,More,Same,More
2020-07-20,N9,Male,Gen Z,Salaried employee,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2020-07-20,N9,Male,Gen Z,Salaried employee,,More,Same,More,More,Same,More,Same,More,Same,Same,More,Same,More
2020-07-20,N9,Male,Millennials,Salaried employee,,More,More,More,More,More,More,More,More,More,More,More,More,More
2020-07-20,N9,Male,Millennials,Salaried employee,,More,More,More,More,More,More,More,More,More,More,More,More,More
2020-07-20,N9,Female,Millennials,Salaried employee,,Less,Same,Less,Same,Same,Less,More,More,Same,Same,More,Same,Same
2020-07-20,N9,Male,Millennials,Student,,Don't know/Don't buy,More,More,More,More,Same,More,Same,More,Same,Same,More,More
2020-07-20,N9,Female,Gen Z,Salaried employee,,Same,Same,More,Same,More,Same,More,More,More,More,Same,More,More
2020-07-20,T11,Female,Millennials,Business owner,,Same,More,Don't know/Don't buy,Don't know/Don't buy,More,More,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,More,Don't know/Don't buy,Don't know/Don't buy
2020-06-20,D43,Male,Gen Z,Salaried employee,,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
2020-06-20,N 20,Male,Gen X,Unemployed,,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Same,Less
2020-06-20,N1,Male,Millennials,Student,,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
2020-06-20,N1,Female,Millennials,Salaried employee,,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
2020-06-20,N1,Female,Millennials,Salaried employee,,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
2020-06-20,N1,Female,Gen Z,Student,,Same,Less,Less,Less,Same,Less,Same,Same,Same,Less,Same,Less,Same
2020-06-20,N1,Female,Gen Z,Salaried employee,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2020-06-20,N1,Male,Gen Z,Salaried employee,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2020-06-20,N1,Male,Millennials,Student,,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
2020-06-20,N1,Male,Gen Z,Business owner,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2020-06-20,N1,Male,Gen Z,Student,,More,More,More,More,More,More,More,More,More,More,More,More,More
2020-06-20,N1,Male,Gen Z,Student,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2020-06-20,N10,Male,Millennials,Salaried employee,,Same,Same,More,Less,Don't know/Don't buy,Don't know/Don't buy,Same,Don't know/Don't buy,Don't know/Don't buy,Same,Same,Less,More
2020-06-20,N10,Female,Gen X,Self employed/Contractor,,Same,Same,Same,Same,Don't know/Don't buy,Don't know/Don't buy,Same,Same,Don't know/Don't buy,Same,Same,Less,More
2020-06-20,N10,Male,Baby Boomers,Salaried employee,,Same,Same,Same,Same,Don't know/Don't buy,Less,Same,Same,Don't know/Don't buy,Same,Same,Less,Same
2020-06-20,N10,Female,Gen X,Salaried employee,,Same,Same,Less,Less,Don't know/Don't buy,Don't know/Don't buy,Same,Same,Less,Same,Same,Same,More
2020-06-20,N10,Male,Millennials,Self employed/Contractor,,Same,Same,More,More,Don't know/Don't buy,Don't know/Don't buy,Same,Same,Don't know/Don't buy,Same,Same,Less,More
2020-06-20,N10,Female,Millennials,Salaried employee,,Same,More,Same,Same,Don't know/Don't buy,Don't know/Don't buy,Same,Same,Don't know/Don't buy,Same,Same,Less,More
2020-06-20,N10,Male,Baby Boomers,Self employed/Contractor,,Same,Same,More,Same,Don't know/Don't buy,Don't know/Don't buy,Same,Same,Same,Same,Same,Less,More
2020-06-20,N10,Male,Gen X,Salaried employee,,Same,Same,Same,Same,Don't know/Don't buy,Less,Same,Same,Same,Same,Same,Same,Same
2020-06-20,N10,Male,Gen X,Salaried employee,,Same,Same,Less,More,Don't know/Don't buy,Don't know/Don't buy,Same,Less,Don't know/Don't buy,Same,Same,Same,More
2020-06-20,N10,Female,Millennials,Salaried employee,,Same,Same,More,Same,Don't know/Don't buy,Don't know/Don't buy,Same,Same,Same,Same,Same,Same,More
2020-06-20,N11,Male,Millennials,Salaried employee,,More,More,More,More,More,Same,Less,Don't know/Don't buy,Don't know/Don't buy,Less,Don't know/Don't buy,Less,Don't know/Don't buy
2020-06-20,N11,Male,Millennials,Business owner,,Same,Same,More,More,Same,Same,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Less,Less
2020-06-20,N11,Female,Millennials,Salaried employee,,Same,Same,More,More,Less,Less,Same,Same,Don't know/Don't buy,Don't know/Don't buy,Less,Less,More
2020-06-20,N11,Female,Gen Z,Salaried employee,,More,Same,Same,More,Less,Less,Less,Less,Less,Less,Less,Less,Less
2020-06-20,N11,Female,Gen Z,Self employed/Contractor,,Same,Same,Same,Same,Less,Don't know/Don't buy,Same,Less,Don't know/Don't buy,Don't know/Don't buy,Less,Less,Less
2020-06-20,N11,Female,Millennials,Business owner,,More,Same,More,More,Same,Don't know/Don't buy,Same,Same,Don't know/Don't buy,Don't know/Don't buy,Same,Less,Less
2020-06-20,N11,Female,Millennials,Salaried employee,,Same,Same,Same,More,Same,Less,Same,Same,Don't know/Don't buy,Don't know/Don't buy,Less,Less,Less
2020-06-20,N11,Female,Millennials,Salaried employee,,More,More,More,More,Same,Less,Less,Less,Don't know/Don't buy,Don't know/Don't buy,Less,Less,Less
2020-06-20,N11,Male,Millennials,Business owner,,Same,Same,More,More,Same,Less,Less,Don't know/Don't buy,Less,Less,Don't know/Don't buy,Less,Less
2020-06-20,N11,Female,Millennials,Unemployed,,More,Same,Same,Same,Less,Less,Same,Same,Don't know/Don't buy,Less,Less,Less,Less
2020-06-20,N12,Male,Millennials,Self employed/Contractor,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2020-06-20,N12,Female,Gen X,Self employed/Contractor,,More,More,More,More,Less,Same,Less,Less,Less,Less,Less,Same,More
2020-06-20,N12,Female,Baby Boomers,Unemployed,,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
2020-06-20,N12,Male,Gen X,Salaried employee,,More,More,More,More,Less,Less,Less,Same,Less,Less,Less,Same,More
2020-06-20,N13,Female,Gen Z,Student,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2020-06-20,N13,Male,Millennials,Student,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2020-06-20,N13,Female,Millennials,Student,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2020-06-20,N13,Male,Gen Z,Student,,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
2020-06-20,N13,Male,Gen Z,Student,,Less,Less,Same,Less,Less,Less,Less,Less,Less,Less,Less,Less,Same
2020-06-20,N13,Female,Millennials,Salaried employee,,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
2020-06-20,N13,Female,Gen Z,Student,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2020-06-20,N13,Female,Gen Z,Student,,Less,Less,More,Same,Less,Less,Less,Less,Less,Less,Less,Less,More
2020-06-20,N13,Male,Millennials,Student,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2020-06-20,N13,Female,Millennials,Salaried employee,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2020-06-20,N13,Male,Gen X,Unemployed,,More,More,More,More,More,Less,Less,Less,Less,Less,Less,Less,More
2020-06-20,N14,Male,Gen X,Salaried employee,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2020-06-20,N14,Female,Millennials,Unemployed,,Same,Same,Same,Same,Same,Less,Less,Less,Less,Less,Less,Less,Less
2020-06-20,N14,Male,Gen Z,Salaried employee,,Same,Same,Same,Same,Same,Don't know/Don't buy,Less,Don't know/Don't buy,Less,Don't know/Don't buy,Don't know/Don't buy,Less,Same
2020-06-20,N14,Male,Baby Boomers,Unemployed,,Same,Same,Same,Same,Same,Less,Less,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Less,Same
2020-06-20,N14,Female,Millennials,Self employed/Contractor,,Same,Same,Same,Same,Same,Don't know/Don't buy,Same,Same,Less,Less,Less,Same,Same
2020-06-20,N14,Male,Millennials,Unemployed,,Same,Same,Same,Same,Same,Don't know/Don't buy,Same,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Less,Same
2020-06-20,N14,Female,Gen Z,Business owner,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2020-06-20,N14,Male,Millennials,Salaried employee,,Same,Same,Same,Same,Same,Same,Less,Less,Less,Less,Less,Less,Less
2020-06-20,N14,Male,Millennials,Business owner,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2020-06-20,N14,Male,Millennials,Business owner,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2020-06-20,N14,Male,Baby Boomers,Unemployed,,Same,Same,Same,Same,Same,Don't know/Don't buy,Same,Same,Less,Don't know/Don't buy,Same,Less,Same
2020-06-20,N14,Male,Gen X,Self employed/Contractor,,Same,Same,Same,Same,Same,Same,Don't know/Don't buy,Don't know/Don't buy,Less,Don't know/Don't buy,Don't know/Don't buy,Less,Same
2020-06-20,N14,Male,Gen X,Business owner,,Same,Same,Same,Same,Same,Less,Same,Same,Same,Less,Less,Less,Less
2020-06-20,N14,Male,Millennials,Salaried employee,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2020-06-20,N15,Male,Gen X,Self employed/Contractor,,Same,Same,Same,Same,Same,Less,Less,Don't know/Don't buy,Less,Less,Don't know/Don't buy,Less,More
2020-06-20,N15,Female,Millennials,Unemployed,,Less,Less,Less,Less,Less,Don't know/Don't buy,Less,Less,Less,Less,Less,Less,Less
2020-06-20,N15,Male,Millennials,Student,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2020-06-20,N15,Male,Millennials,Salaried employee,,Same,Same,Same,Same,Same,Less,Don't know/Don't buy,Don't know/Don't buy,Less,Less,Don't know/Don't buy,Less,Less
2020-06-20,N15,Female,Millennials,Salaried employee,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Less,Less,Less,Same
2020-06-20,N15,Male,Millennials,Unemployed,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2020-06-20,N15,Female,Gen X,Salaried employee,,Same,Same,Same,Same,Same,Don't know/Don't buy,Same,Same,Less,Less,Same,Same,Same
2020-06-20,N15,Male,Millennials,Salaried employee,,Same,Same,Same,Same,Same,Less,Don't know/Don't buy,Don't know/Don't buy,Less,Less,Don't know/Don't buy,Less,Same
2020-06-20,N15,Male,Baby Boomers,Unemployed,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2020-06-20,N15,Female,Millennials,Salaried employee,,Same,Same,Same,Same,Same,Same,Same,Same,Less,Less,Same,Same,Same
2020-06-20,N15,Female,Millennials,Student,,More,Same,Same,Same,Same,Less,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Less,Don't know/Don't buy,Same,Same
2020-06-20,N15,Male,Millennials,Self employed/Contractor,,Same,Same,Same,More,Same,Same,Less,Don't know/Don't buy,Less,Less,Don't know/Don't buy,Less,Same
2020-06-20,N15,Female,Millennials,Business owner,,Same,Same,Same,Same,Same,Less,Same,Same,Less,Less,Same,Less,Less
2020-06-20,N15,Male,Millennials,Salaried employee,,Same,Same,Same,Same,Same,Same,Don't know/Don't buy,Don't know/Don't buy,Same,Less,Don't know/Don't buy,Less,Less
